2026-07-03 03:30:14,508 | INFO     | dental_pipeline.nnunet_setup | Set env: nnUNet_raw=/usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/nnunet_raw
2026-07-03 03:30:14,508 | INFO     | dental_pipeline.nnunet_setup | Set env: nnUNet_preprocessed=/usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/nnunet_preprocessed
2026-07-03 03:30:14,508 | INFO     | dental_pipeline.nnunet_setup | Set env: nnUNet_results=/usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/nnunet_results
2026-07-03 03:30:14,508 | INFO     | __main__ | nnU-Net environment variables set.
2026-07-03 03:30:14,508 | INFO     | __main__ | Command: nnUNetv2_plan_and_preprocess -d 100 --verify_dataset_integrity -np 8
2026-07-03 03:30:16,411 | INFO     | __main__ | [nnUNet] Fingerprint extraction...
2026-07-03 03:30:16,412 | INFO     | __main__ | [nnUNet] Dataset100_ToothFairy3
2026-07-03 03:30:21,480 | INFO     | __main__ | [nnUNet] Using <class 'nnunetv2.imageio.simpleitk_reader_writer.SimpleITKIO'> as reader/writer
2026-07-03 03:31:48,534 | INFO     | __main__ | [nnUNet] 
2026-07-03 03:31:48,534 | INFO     | __main__ | [nnUNet] ####################
2026-07-03 03:31:48,534 | INFO     | __main__ | [nnUNet] verify_dataset_integrity Done.
2026-07-03 03:31:48,535 | INFO     | __main__ | [nnUNet] If you didn't see any error messages then your dataset is most likely OK!
2026-07-03 03:31:48,535 | INFO     | __main__ | [nnUNet] ####################
2026-07-03 03:31:48,535 | INFO     | __main__ | [nnUNet] 
2026-07-03 03:32:06,174 | INFO     | __main__ | [nnUNet] Using <class 'nnunetv2.imageio.simpleitk_reader_writer.SimpleITKIO'> as reader/writer
2026-07-03 03:32:06,202 | INFO     | __main__ | [nnUNet] 
2026-07-03 03:32:09,617 | INFO     | __main__ | [nnUNet] Extracting dataset fingerprint:   0%|          | 0/532 [00:00<?, ?it/s]
2026-07-03 03:33:27,759 | INFO     | __main__ | [nnUNet] 
2026-07-03 03:33:38,022 | INFO     | __main__ | [nnUNet] Preprocessing cases:   0%|          | 0/532 [00:00<?, ?it/s]
2026-07-03 03:33:38,525 | INFO     | __main__ | [nnUNet] Preprocessing cases:   0%|          | 1/532 [00:10<1:30:49, 10.26s/it]
2026-07-03 03:33:38,827 | INFO     | __main__ | [nnUNet] Preprocessing cases:   1%|          | 3/532 [00:10<25:06,  2.85s/it]
2026-07-03 03:33:39,532 | INFO     | __main__ | [nnUNet] Preprocessing cases:   1%|          | 4/532 [00:11<17:18,  1.97s/it]
2026-07-03 03:33:39,734 | INFO     | __main__ | [nnUNet] Preprocessing cases:   1%|          | 5/532 [00:11<13:36,  1.55s/it]
2026-07-03 03:33:40,438 | INFO     | __main__ | [nnUNet] Preprocessing cases:   1%|          | 6/532 [00:11<09:47,  1.12s/it]
2026-07-03 03:33:42,651 | INFO     | __main__ | [nnUNet] Preprocessing cases:   1%|▏         | 7/532 [00:12<08:38,  1.01it/s]
2026-07-03 03:33:45,268 | INFO     | __main__ | [nnUNet] Preprocessing cases:   2%|▏         | 8/532 [00:14<11:56,  1.37s/it]
2026-07-03 03:33:45,973 | INFO     | __main__ | [nnUNet] Preprocessing cases:   2%|▏         | 9/532 [00:17<15:15,  1.75s/it]
2026-07-03 03:33:46,576 | INFO     | __main__ | [nnUNet] Preprocessing cases:   2%|▏         | 10/532 [00:18<12:27,  1.43s/it]
2026-07-03 03:33:46,878 | INFO     | __main__ | [nnUNet] Preprocessing cases:   2%|▏         | 11/532 [00:18<10:15,  1.18s/it]
2026-07-03 03:33:47,683 | INFO     | __main__ | [nnUNet] Preprocessing cases:   2%|▏         | 12/532 [00:19<07:55,  1.09it/s]
2026-07-03 03:33:48,187 | INFO     | __main__ | [nnUNet] Preprocessing cases:   2%|▏         | 13/532 [00:19<07:37,  1.13it/s]
2026-07-03 03:33:50,601 | INFO     | __main__ | [nnUNet] Preprocessing cases:   3%|▎         | 14/532 [00:20<06:37,  1.30it/s]
2026-07-03 03:33:52,010 | INFO     | __main__ | [nnUNet] Preprocessing cases:   3%|▎         | 15/532 [00:22<10:53,  1.26s/it]
2026-07-03 03:33:52,715 | INFO     | __main__ | [nnUNet] Preprocessing cases:   3%|▎         | 16/532 [00:24<11:14,  1.31s/it]
2026-07-03 03:33:53,822 | INFO     | __main__ | [nnUNet] Preprocessing cases:   3%|▎         | 17/532 [00:24<09:39,  1.13s/it]
2026-07-03 03:33:54,225 | INFO     | __main__ | [nnUNet] Preprocessing cases:   3%|▎         | 18/532 [00:26<09:35,  1.12s/it]
2026-07-03 03:33:55,131 | INFO     | __main__ | [nnUNet] Preprocessing cases:   4%|▎         | 19/532 [00:26<07:44,  1.10it/s]
2026-07-03 03:33:55,433 | INFO     | __main__ | [nnUNet] Preprocessing cases:   4%|▍         | 20/532 [00:27<07:43,  1.10it/s]
2026-07-03 03:33:57,948 | INFO     | __main__ | [nnUNet] Preprocessing cases:   4%|▍         | 21/532 [00:27<06:10,  1.38it/s]
2026-07-03 03:33:59,463 | INFO     | __main__ | [nnUNet] Preprocessing cases:   4%|▍         | 22/532 [00:30<10:43,  1.26s/it]
2026-07-03 03:34:00,267 | INFO     | __main__ | [nnUNet] Preprocessing cases:   4%|▍         | 23/532 [00:31<11:20,  1.34s/it]
2026-07-03 03:34:00,670 | INFO     | __main__ | [nnUNet] Preprocessing cases:   5%|▍         | 24/532 [00:32<09:58,  1.18s/it]
2026-07-03 03:34:01,073 | INFO     | __main__ | [nnUNet] Preprocessing cases:   5%|▍         | 25/532 [00:32<07:59,  1.06it/s]
2026-07-03 03:34:02,179 | INFO     | __main__ | [nnUNet] Preprocessing cases:   5%|▍         | 26/532 [00:33<06:35,  1.28it/s]
2026-07-03 03:34:02,581 | INFO     | __main__ | [nnUNet] Preprocessing cases:   5%|▌         | 27/532 [00:34<07:24,  1.14it/s]
2026-07-03 03:34:05,298 | INFO     | __main__ | [nnUNet] Preprocessing cases:   5%|▌         | 28/532 [00:34<06:11,  1.36it/s]
2026-07-03 03:34:06,807 | INFO     | __main__ | [nnUNet] Preprocessing cases:   5%|▌         | 29/532 [00:37<11:09,  1.33s/it]
2026-07-03 03:34:07,411 | INFO     | __main__ | [nnUNet] Preprocessing cases:   6%|▌         | 30/532 [00:39<11:34,  1.38s/it]
2026-07-03 03:34:08,015 | INFO     | __main__ | [nnUNet] Preprocessing cases:   6%|▌         | 31/532 [00:39<09:36,  1.15s/it]
2026-07-03 03:34:09,021 | INFO     | __main__ | [nnUNet] Preprocessing cases:   6%|▌         | 32/532 [00:40<08:13,  1.01it/s]
2026-07-03 03:34:10,730 | INFO     | __main__ | [nnUNet] Preprocessing cases:   6%|▌         | 33/532 [00:41<08:15,  1.01it/s]
2026-07-03 03:34:10,831 | INFO     | __main__ | [nnUNet] Preprocessing cases:   6%|▋         | 34/532 [00:42<10:01,  1.21s/it]
2026-07-03 03:34:12,744 | INFO     | __main__ | [nnUNet] Preprocessing cases:   7%|▋         | 35/532 [00:43<07:15,  1.14it/s]
2026-07-03 03:34:13,549 | INFO     | __main__ | [nnUNet] Preprocessing cases:   7%|▋         | 36/532 [00:44<09:48,  1.19s/it]
2026-07-03 03:34:13,951 | INFO     | __main__ | [nnUNet] Preprocessing cases:   7%|▋         | 37/532 [00:45<08:50,  1.07s/it]
2026-07-03 03:34:15,360 | INFO     | __main__ | [nnUNet] Preprocessing cases:   7%|▋         | 38/532 [00:46<07:10,  1.15it/s]
2026-07-03 03:34:16,065 | INFO     | __main__ | [nnUNet] Preprocessing cases:   7%|▋         | 39/532 [00:47<08:29,  1.03s/it]
2026-07-03 03:34:18,088 | INFO     | __main__ | [nnUNet] Preprocessing cases:   8%|▊         | 40/532 [00:48<07:39,  1.07it/s]
2026-07-03 03:34:18,188 | INFO     | __main__ | [nnUNet] Preprocessing cases:   8%|▊         | 41/532 [00:50<10:19,  1.26s/it]
2026-07-03 03:34:19,699 | INFO     | __main__ | [nnUNet] Preprocessing cases:   8%|▊         | 42/532 [00:50<07:27,  1.10it/s]
2026-07-03 03:34:21,109 | INFO     | __main__ | [nnUNet] Preprocessing cases:   8%|▊         | 43/532 [00:51<08:54,  1.09s/it]
2026-07-03 03:34:21,311 | INFO     | __main__ | [nnUNet] Preprocessing cases:   8%|▊         | 44/532 [00:53<09:39,  1.19s/it]
2026-07-03 03:34:23,226 | INFO     | __main__ | [nnUNet] Preprocessing cases:   8%|▊         | 45/532 [00:53<07:14,  1.12it/s]
2026-07-03 03:34:23,528 | INFO     | __main__ | [nnUNet] Preprocessing cases:   9%|▊         | 46/532 [00:55<09:42,  1.20s/it]
2026-07-03 03:34:25,240 | INFO     | __main__ | [nnUNet] Preprocessing cases:   9%|▉         | 47/532 [00:55<07:30,  1.08it/s]
2026-07-03 03:34:25,341 | INFO     | __main__ | [nnUNet] Preprocessing cases:   9%|▉         | 48/532 [00:57<09:23,  1.16s/it]
2026-07-03 03:34:26,550 | INFO     | __main__ | [nnUNet] Preprocessing cases:   9%|▉         | 49/532 [00:57<06:48,  1.18it/s]
2026-07-03 03:34:27,154 | INFO     | __main__ | [nnUNet] Preprocessing cases:   9%|▉         | 50/532 [00:58<07:39,  1.05it/s]
2026-07-03 03:34:28,263 | INFO     | __main__ | [nnUNet] Preprocessing cases:  10%|▉         | 51/532 [00:59<06:48,  1.18it/s]
2026-07-03 03:34:30,478 | INFO     | __main__ | [nnUNet] Preprocessing cases:  10%|▉         | 52/532 [01:00<07:24,  1.08it/s]
2026-07-03 03:34:32,593 | INFO     | __main__ | [nnUNet] Preprocessing cases:  10%|▉         | 53/532 [01:02<10:29,  1.31s/it]
2026-07-03 03:34:32,896 | INFO     | __main__ | [nnUNet] Preprocessing cases:  10%|█         | 54/532 [01:04<12:22,  1.55s/it]
2026-07-03 03:34:34,004 | INFO     | __main__ | [nnUNet] Preprocessing cases:  10%|█         | 55/532 [01:05<09:22,  1.18s/it]
2026-07-03 03:34:34,105 | INFO     | __main__ | [nnUNet] Preprocessing cases:  11%|█         | 56/532 [01:06<09:10,  1.16s/it]
2026-07-03 03:34:34,608 | INFO     | __main__ | [nnUNet] Preprocessing cases:  11%|█         | 57/532 [01:06<06:39,  1.19it/s]
2026-07-03 03:34:34,911 | INFO     | __main__ | [nnUNet] Preprocessing cases:  11%|█         | 58/532 [01:06<05:50,  1.35it/s]
2026-07-03 03:34:35,918 | INFO     | __main__ | [nnUNet] Preprocessing cases:  11%|█         | 59/532 [01:07<04:47,  1.64it/s]
2026-07-03 03:34:37,731 | INFO     | __main__ | [nnUNet] Preprocessing cases:  11%|█▏        | 60/532 [01:08<05:43,  1.37it/s]
2026-07-03 03:34:37,832 | INFO     | __main__ | [nnUNet] Preprocessing cases:  11%|█▏        | 61/532 [01:09<08:16,  1.05s/it]
2026-07-03 03:34:38,134 | INFO     | __main__ | [nnUNet] Preprocessing cases:  12%|█▏        | 63/532 [01:10<04:36,  1.69it/s]
2026-07-03 03:34:38,738 | INFO     | __main__ | [nnUNet] Preprocessing cases:  12%|█▏        | 64/532 [01:10<04:02,  1.93it/s]
2026-07-03 03:34:40,249 | INFO     | __main__ | [nnUNet] Preprocessing cases:  12%|█▏        | 65/532 [01:10<04:12,  1.85it/s]
2026-07-03 03:34:41,358 | INFO     | __main__ | [nnUNet] Preprocessing cases:  12%|█▏        | 66/532 [01:12<06:15,  1.24it/s]
2026-07-03 03:34:41,458 | INFO     | __main__ | [nnUNet] Preprocessing cases:  13%|█▎        | 67/532 [01:13<06:53,  1.12it/s]
2026-07-03 03:34:41,559 | INFO     | __main__ | [nnUNet] Preprocessing cases:  13%|█▎        | 68/532 [01:13<05:08,  1.50it/s]
2026-07-03 03:34:41,660 | INFO     | __main__ | [nnUNet] Preprocessing cases:  13%|█▎        | 70/532 [01:13<02:59,  2.57it/s]
2026-07-03 03:34:42,768 | INFO     | __main__ | [nnUNet] Preprocessing cases:  13%|█▎        | 71/532 [01:13<02:26,  3.14it/s]
2026-07-03 03:34:43,473 | INFO     | __main__ | [nnUNet] Preprocessing cases:  14%|█▎        | 73/532 [01:15<03:10,  2.41it/s]
2026-07-03 03:34:44,682 | INFO     | __main__ | [nnUNet] Preprocessing cases:  14%|█▍        | 74/532 [01:15<03:40,  2.08it/s]
2026-07-03 03:34:45,084 | INFO     | __main__ | [nnUNet] Preprocessing cases:  14%|█▍        | 75/532 [01:16<05:00,  1.52it/s]
2026-07-03 03:34:45,186 | INFO     | __main__ | [nnUNet] Preprocessing cases:  14%|█▍        | 76/532 [01:17<04:30,  1.69it/s]
2026-07-03 03:34:45,287 | INFO     | __main__ | [nnUNet] Preprocessing cases:  14%|█▍        | 77/532 [01:17<03:29,  2.17it/s]
2026-07-03 03:34:45,488 | INFO     | __main__ | [nnUNet] Preprocessing cases:  15%|█▍        | 78/532 [01:17<02:43,  2.78it/s]
2026-07-03 03:34:46,798 | INFO     | __main__ | [nnUNet] Preprocessing cases:  15%|█▍        | 79/532 [01:17<02:22,  3.17it/s]
2026-07-03 03:34:47,805 | INFO     | __main__ | [nnUNet] Preprocessing cases:  15%|█▌        | 80/532 [01:19<04:32,  1.66it/s]
2026-07-03 03:34:47,907 | INFO     | __main__ | [nnUNet] Preprocessing cases:  15%|█▌        | 82/532 [01:20<04:10,  1.79it/s]
2026-07-03 03:34:48,511 | INFO     | __main__ | [nnUNet] Preprocessing cases:  16%|█▌        | 83/532 [01:20<03:20,  2.24it/s]
2026-07-03 03:34:48,813 | INFO     | __main__ | [nnUNet] Preprocessing cases:  16%|█▌        | 84/532 [01:20<03:38,  2.05it/s]
2026-07-03 03:34:49,216 | INFO     | __main__ | [nnUNet] Preprocessing cases:  16%|█▌        | 85/532 [01:21<03:15,  2.29it/s]
2026-07-03 03:34:49,317 | INFO     | __main__ | [nnUNet] Preprocessing cases:  16%|█▌        | 86/532 [01:21<03:10,  2.34it/s]
2026-07-03 03:34:49,820 | INFO     | __main__ | [nnUNet] Preprocessing cases:  16%|█▋        | 87/532 [01:21<02:28,  2.99it/s]
2026-07-03 03:34:50,727 | INFO     | __main__ | [nnUNet] Preprocessing cases:  17%|█▋        | 88/532 [01:22<02:50,  2.61it/s]
2026-07-03 03:34:51,633 | INFO     | __main__ | [nnUNet] Preprocessing cases:  17%|█▋        | 89/532 [01:22<03:57,  1.86it/s]
2026-07-03 03:34:52,338 | INFO     | __main__ | [nnUNet] Preprocessing cases:  17%|█▋        | 90/532 [01:23<04:45,  1.55it/s]
2026-07-03 03:34:52,540 | INFO     | __main__ | [nnUNet] Preprocessing cases:  17%|█▋        | 91/532 [01:24<04:52,  1.51it/s]
2026-07-03 03:34:53,144 | INFO     | __main__ | [nnUNet] Preprocessing cases:  17%|█▋        | 92/532 [01:24<03:51,  1.90it/s]
2026-07-03 03:34:53,245 | INFO     | __main__ | [nnUNet] Preprocessing cases:  17%|█▋        | 93/532 [01:25<04:01,  1.82it/s]
2026-07-03 03:34:55,359 | INFO     | __main__ | [nnUNet] Preprocessing cases:  18%|█▊        | 95/532 [01:25<02:19,  3.13it/s]
2026-07-03 03:34:55,862 | INFO     | __main__ | [nnUNet] Preprocessing cases:  18%|█▊        | 96/532 [01:27<05:32,  1.31it/s]
2026-07-03 03:34:56,063 | INFO     | __main__ | [nnUNet] Preprocessing cases:  18%|█▊        | 97/532 [01:28<05:02,  1.44it/s]
2026-07-03 03:34:56,667 | INFO     | __main__ | [nnUNet] Preprocessing cases:  18%|█▊        | 98/532 [01:28<04:03,  1.78it/s]
2026-07-03 03:34:56,768 | INFO     | __main__ | [nnUNet] Preprocessing cases:  19%|█▊        | 99/532 [01:28<04:08,  1.74it/s]
2026-07-03 03:34:56,869 | INFO     | __main__ | [nnUNet] Preprocessing cases:  19%|█▉        | 101/532 [01:29<02:26,  2.93it/s]
2026-07-03 03:34:57,373 | INFO     | __main__ | [nnUNet] Preprocessing cases:  19%|█▉        | 102/532 [01:29<02:01,  3.53it/s]
2026-07-03 03:34:59,387 | INFO     | __main__ | [nnUNet] Preprocessing cases:  19%|█▉        | 103/532 [01:29<02:25,  2.94it/s]
2026-07-03 03:34:59,488 | INFO     | __main__ | [nnUNet] Preprocessing cases:  20%|█▉        | 104/532 [01:31<05:37,  1.27it/s]
2026-07-03 03:35:00,395 | INFO     | __main__ | [nnUNet] Preprocessing cases:  20%|█▉        | 105/532 [01:31<04:15,  1.67it/s]
2026-07-03 03:35:00,597 | INFO     | __main__ | [nnUNet] Preprocessing cases:  20%|█▉        | 106/532 [01:32<04:52,  1.46it/s]
2026-07-03 03:35:00,698 | INFO     | __main__ | [nnUNet] Preprocessing cases:  20%|██        | 107/532 [01:32<03:52,  1.83it/s]
2026-07-03 03:35:01,505 | INFO     | __main__ | [nnUNet] Preprocessing cases:  20%|██        | 108/532 [01:32<02:56,  2.40it/s]
2026-07-03 03:35:02,109 | INFO     | __main__ | [nnUNet] Preprocessing cases:  21%|██        | 110/532 [01:33<02:53,  2.44it/s]
2026-07-03 03:35:02,713 | INFO     | __main__ | [nnUNet] Preprocessing cases:  21%|██        | 111/532 [01:34<03:12,  2.18it/s]
2026-07-03 03:35:04,022 | INFO     | __main__ | [nnUNet] Preprocessing cases:  21%|██        | 112/532 [01:34<03:28,  2.02it/s]
2026-07-03 03:35:04,727 | INFO     | __main__ | [nnUNet] Preprocessing cases:  21%|██        | 113/532 [01:36<04:59,  1.40it/s]
2026-07-03 03:35:05,633 | INFO     | __main__ | [nnUNet] Preprocessing cases:  22%|██▏       | 115/532 [01:36<03:52,  1.79it/s]
2026-07-03 03:35:05,734 | INFO     | __main__ | [nnUNet] Preprocessing cases:  22%|██▏       | 117/532 [01:37<03:34,  1.93it/s]
2026-07-03 03:35:05,936 | INFO     | __main__ | [nnUNet] Preprocessing cases:  22%|██▏       | 118/532 [01:37<02:57,  2.34it/s]
2026-07-03 03:35:06,238 | INFO     | __main__ | [nnUNet] Preprocessing cases:  22%|██▏       | 119/532 [01:38<02:34,  2.67it/s]
2026-07-03 03:35:07,345 | INFO     | __main__ | [nnUNet] Preprocessing cases:  23%|██▎       | 120/532 [01:38<02:26,  2.81it/s]
2026-07-03 03:35:08,150 | INFO     | __main__ | [nnUNet] Preprocessing cases:  23%|██▎       | 121/532 [01:39<03:48,  1.80it/s]
2026-07-03 03:35:08,453 | INFO     | __main__ | [nnUNet] Preprocessing cases:  23%|██▎       | 122/532 [01:40<04:15,  1.60it/s]
2026-07-03 03:35:09,660 | INFO     | __main__ | [nnUNet] Preprocessing cases:  23%|██▎       | 123/532 [01:40<03:38,  1.88it/s]
2026-07-03 03:35:09,862 | INFO     | __main__ | [nnUNet] Preprocessing cases:  23%|██▎       | 124/532 [01:41<04:56,  1.38it/s]
2026-07-03 03:35:09,963 | INFO     | __main__ | [nnUNet] Preprocessing cases:  23%|██▎       | 125/532 [01:42<03:53,  1.74it/s]
2026-07-03 03:35:10,165 | INFO     | __main__ | [nnUNet] Preprocessing cases:  24%|██▎       | 126/532 [01:42<02:56,  2.30it/s]
2026-07-03 03:35:11,272 | INFO     | __main__ | [nnUNet] Preprocessing cases:  24%|██▍       | 127/532 [01:42<02:28,  2.73it/s]
2026-07-03 03:35:11,675 | INFO     | __main__ | [nnUNet] Preprocessing cases:  24%|██▍       | 128/532 [01:43<03:56,  1.71it/s]
2026-07-03 03:35:13,788 | INFO     | __main__ | [nnUNet] Preprocessing cases:  24%|██▍       | 129/532 [01:43<03:34,  1.88it/s]
2026-07-03 03:35:14,090 | INFO     | __main__ | [nnUNet] Preprocessing cases:  25%|██▍       | 131/532 [01:46<05:09,  1.29it/s]
2026-07-03 03:35:15,097 | INFO     | __main__ | [nnUNet] Preprocessing cases:  25%|██▍       | 132/532 [01:46<04:22,  1.52it/s]
2026-07-03 03:35:15,499 | INFO     | __main__ | [nnUNet] Preprocessing cases:  25%|██▌       | 134/532 [01:47<03:56,  1.69it/s]
2026-07-03 03:35:15,701 | INFO     | __main__ | [nnUNet] Preprocessing cases:  25%|██▌       | 135/532 [01:47<03:38,  1.82it/s]
2026-07-03 03:35:16,305 | INFO     | __main__ | [nnUNet] Preprocessing cases:  26%|██▌       | 136/532 [01:47<03:03,  2.16it/s]
2026-07-03 03:35:17,714 | INFO     | __main__ | [nnUNet] Preprocessing cases:  26%|██▌       | 137/532 [01:48<03:17,  2.00it/s]
2026-07-03 03:35:17,815 | INFO     | __main__ | [nnUNet] Preprocessing cases:  26%|██▌       | 138/532 [01:49<04:54,  1.34it/s]
2026-07-03 03:35:18,217 | INFO     | __main__ | [nnUNet] Preprocessing cases:  26%|██▌       | 139/532 [01:50<03:42,  1.77it/s]
2026-07-03 03:35:18,419 | INFO     | __main__ | [nnUNet] Preprocessing cases:  27%|██▋       | 141/532 [01:50<02:38,  2.47it/s]
2026-07-03 03:35:19,223 | INFO     | __main__ | [nnUNet] Preprocessing cases:  27%|██▋       | 142/532 [01:50<02:18,  2.81it/s]
2026-07-03 03:35:19,626 | INFO     | __main__ | [nnUNet] Preprocessing cases:  27%|██▋       | 143/532 [01:51<03:03,  2.13it/s]
2026-07-03 03:35:20,632 | INFO     | __main__ | [nnUNet] Preprocessing cases:  27%|██▋       | 144/532 [01:51<02:55,  2.21it/s]
2026-07-03 03:35:21,537 | INFO     | __main__ | [nnUNet] Preprocessing cases:  27%|██▋       | 145/532 [01:52<03:54,  1.65it/s]
2026-07-03 03:35:21,638 | INFO     | __main__ | [nnUNet] Preprocessing cases:  27%|██▋       | 146/532 [01:53<04:26,  1.45it/s]
2026-07-03 03:35:22,142 | INFO     | __main__ | [nnUNet] Preprocessing cases:  28%|██▊       | 147/532 [01:53<03:20,  1.92it/s]
2026-07-03 03:35:22,444 | INFO     | __main__ | [nnUNet] Preprocessing cases:  28%|██▊       | 148/532 [01:54<03:18,  1.94it/s]
2026-07-03 03:35:22,646 | INFO     | __main__ | [nnUNet] Preprocessing cases:  28%|██▊       | 149/532 [01:54<02:53,  2.21it/s]
2026-07-03 03:35:22,746 | INFO     | __main__ | [nnUNet] Preprocessing cases:  28%|██▊       | 150/532 [01:54<02:24,  2.64it/s]
2026-07-03 03:35:24,657 | INFO     | __main__ | [nnUNet] Preprocessing cases:  28%|██▊       | 151/532 [01:54<01:52,  3.38it/s]
2026-07-03 03:35:25,764 | INFO     | __main__ | [nnUNet] Preprocessing cases:  29%|██▉       | 153/532 [01:56<03:46,  1.67it/s]
2026-07-03 03:35:26,066 | INFO     | __main__ | [nnUNet] Preprocessing cases:  29%|██▉       | 154/532 [01:58<04:33,  1.38it/s]
2026-07-03 03:35:26,267 | INFO     | __main__ | [nnUNet] Preprocessing cases:  29%|██▉       | 156/532 [01:58<03:03,  2.05it/s]
2026-07-03 03:35:26,368 | INFO     | __main__ | [nnUNet] Preprocessing cases:  30%|██▉       | 157/532 [01:58<02:38,  2.37it/s]
2026-07-03 03:35:26,569 | INFO     | __main__ | [nnUNet] Preprocessing cases:  30%|██▉       | 158/532 [01:58<02:08,  2.92it/s]
2026-07-03 03:35:29,889 | INFO     | __main__ | [nnUNet] Preprocessing cases:  30%|███       | 160/532 [01:58<01:30,  4.11it/s]
2026-07-03 03:35:30,090 | INFO     | __main__ | [nnUNet] Preprocessing cases:  30%|███       | 161/532 [02:02<05:49,  1.06it/s]
2026-07-03 03:35:30,191 | INFO     | __main__ | [nnUNet] Preprocessing cases:  30%|███       | 162/532 [02:02<04:41,  1.31it/s]
2026-07-03 03:35:30,292 | INFO     | __main__ | [nnUNet] Preprocessing cases:  31%|███       | 163/532 [02:02<03:37,  1.70it/s]
2026-07-03 03:35:30,393 | INFO     | __main__ | [nnUNet] Preprocessing cases:  31%|███       | 164/532 [02:02<02:48,  2.19it/s]
2026-07-03 03:35:33,409 | INFO     | __main__ | [nnUNet] Preprocessing cases:  31%|███       | 166/532 [02:02<01:42,  3.57it/s]
2026-07-03 03:35:33,912 | INFO     | __main__ | [nnUNet] Preprocessing cases:  32%|███▏      | 168/532 [02:05<04:33,  1.33it/s]
2026-07-03 03:35:34,013 | INFO     | __main__ | [nnUNet] Preprocessing cases:  32%|███▏      | 169/532 [02:06<04:13,  1.43it/s]
2026-07-03 03:35:34,114 | INFO     | __main__ | [nnUNet] Preprocessing cases:  32%|███▏      | 170/532 [02:06<03:21,  1.79it/s]
2026-07-03 03:35:34,718 | INFO     | __main__ | [nnUNet] Preprocessing cases:  32%|███▏      | 171/532 [02:06<02:39,  2.26it/s]
2026-07-03 03:35:35,120 | INFO     | __main__ | [nnUNet] Preprocessing cases:  32%|███▏      | 172/532 [02:06<02:54,  2.06it/s]
2026-07-03 03:35:36,729 | INFO     | __main__ | [nnUNet] Preprocessing cases:  33%|███▎      | 173/532 [02:07<02:46,  2.16it/s]
2026-07-03 03:35:37,936 | INFO     | __main__ | [nnUNet] Preprocessing cases:  33%|███▎      | 175/532 [02:08<03:38,  1.63it/s]
2026-07-03 03:35:38,037 | INFO     | __main__ | [nnUNet] Preprocessing cases:  33%|███▎      | 176/532 [02:10<04:28,  1.33it/s]
2026-07-03 03:35:38,238 | INFO     | __main__ | [nnUNet] Preprocessing cases:  33%|███▎      | 177/532 [02:10<03:28,  1.70it/s]
2026-07-03 03:35:39,043 | INFO     | __main__ | [nnUNet] Preprocessing cases:  33%|███▎      | 178/532 [02:10<02:51,  2.06it/s]
2026-07-03 03:35:39,144 | INFO     | __main__ | [nnUNet] Preprocessing cases:  34%|███▎      | 179/532 [02:11<03:22,  1.74it/s]
2026-07-03 03:35:40,753 | INFO     | __main__ | [nnUNet] Preprocessing cases:  34%|███▍      | 180/532 [02:11<02:34,  2.27it/s]
2026-07-03 03:35:41,256 | INFO     | __main__ | [nnUNet] Preprocessing cases:  34%|███▍      | 182/532 [02:12<03:30,  1.66it/s]
2026-07-03 03:35:42,562 | INFO     | __main__ | [nnUNet] Preprocessing cases:  34%|███▍      | 183/532 [02:13<03:21,  1.73it/s]
2026-07-03 03:35:42,764 | INFO     | __main__ | [nnUNet] Preprocessing cases:  35%|███▍      | 184/532 [02:14<04:26,  1.31it/s]
2026-07-03 03:35:43,166 | INFO     | __main__ | [nnUNet] Preprocessing cases:  35%|███▍      | 185/532 [02:15<03:33,  1.63it/s]
2026-07-03 03:35:43,468 | INFO     | __main__ | [nnUNet] Preprocessing cases:  35%|███▍      | 186/532 [02:15<03:12,  1.80it/s]
2026-07-03 03:35:44,172 | INFO     | __main__ | [nnUNet] Preprocessing cases:  35%|███▌      | 187/532 [02:15<02:46,  2.07it/s]
2026-07-03 03:35:44,273 | INFO     | __main__ | [nnUNet] Preprocessing cases:  35%|███▌      | 188/532 [02:16<03:08,  1.83it/s]
2026-07-03 03:35:45,682 | INFO     | __main__ | [nnUNet] Preprocessing cases:  36%|███▌      | 189/532 [02:16<02:22,  2.40it/s]
2026-07-03 03:35:46,487 | INFO     | __main__ | [nnUNet] Preprocessing cases:  36%|███▌      | 190/532 [02:17<04:02,  1.41it/s]
2026-07-03 03:35:47,191 | INFO     | __main__ | [nnUNet] Preprocessing cases:  36%|███▌      | 191/532 [02:18<04:11,  1.36it/s]
2026-07-03 03:35:47,392 | INFO     | __main__ | [nnUNet] Preprocessing cases:  36%|███▋      | 193/532 [02:19<03:10,  1.78it/s]
2026-07-03 03:35:47,794 | INFO     | __main__ | [nnUNet] Preprocessing cases:  36%|███▋      | 194/532 [02:19<02:39,  2.12it/s]
2026-07-03 03:35:47,895 | INFO     | __main__ | [nnUNet] Preprocessing cases:  37%|███▋      | 195/532 [02:20<02:32,  2.20it/s]
2026-07-03 03:35:50,108 | INFO     | __main__ | [nnUNet] Preprocessing cases:  37%|███▋      | 196/532 [02:20<02:00,  2.79it/s]
