2026-07-03 05:51:44 | INFO     | dental_pipeline.config | Logging initialised — file: /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/logs/05_evaluate.log
2026-07-03 19:10:21 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 19 pulp-135 voxels outside tooth 35.
2026-07-03 19:10:21 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-137 voxels outside tooth 37.
2026-07-03 19:10:22 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 4 pulp-141 voxels outside tooth 41.
2026-07-03 19:10:22 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 4 pulp-142 voxels outside tooth 42.
2026-07-03 19:10:22 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 96 pulp-143 voxels outside tooth 43.
2026-07-03 19:10:23 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 12 pulp-144 voxels outside tooth 44.
2026-07-03 19:10:23 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 15 pulp-145 voxels outside tooth 45.
2026-07-03 19:10:24 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 137 pulp-147 voxels outside tooth 47.
2026-07-03 19:10:24 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 404 pulp-148 voxels outside tooth 48.
2026-07-03 19:10:24 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_002.nii.gz
2026-07-03 19:10:24 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3P_003.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_003.nii.gz
2026-07-03 19:10:29 | INFO     | dental_pipeline.postprocessing | Removed 157 small components (min_size=100).
2026-07-03 19:10:31 | INFO     | dental_pipeline.postprocessing | Rule 1 – removed 7396 implant voxels outside valid tooth positions.
2026-07-03 19:10:31 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-113 voxels outside tooth 13.
2026-07-03 19:10:31 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-116 voxels (parent tooth 16 absent).
2026-07-03 19:10:31 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-126 voxels (parent tooth 26 absent).
2026-07-03 19:10:31 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 4 pulp-127 voxels outside tooth 27.
2026-07-03 19:10:32 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 20 pulp-134 voxels outside tooth 34.
2026-07-03 19:10:32 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_003.nii.gz
2026-07-03 19:10:32 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3P_004.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_004.nii.gz
2026-07-03 19:10:48 | INFO     | dental_pipeline.postprocessing | Removed 579 small components (min_size=100).
2026-07-03 19:10:48 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 6 pulp-115 voxels outside tooth 15.
2026-07-03 19:10:49 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 356 pulp-116 voxels outside tooth 16.
2026-07-03 19:10:49 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 471 pulp-117 voxels outside tooth 17.
2026-07-03 19:10:49 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 214 pulp-118 voxels outside tooth 18.
2026-07-03 19:10:50 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-124 voxels outside tooth 24.
2026-07-03 19:10:51 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 20 pulp-125 voxels outside tooth 25.
2026-07-03 19:10:51 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 303 pulp-126 voxels outside tooth 26.
2026-07-03 19:10:52 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 417 pulp-127 voxels outside tooth 27.
2026-07-03 19:10:52 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 166 pulp-128 voxels outside tooth 28.
2026-07-03 19:10:53 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 12 pulp-131 voxels outside tooth 31.
2026-07-03 19:10:53 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 20 pulp-132 voxels outside tooth 32.
2026-07-03 19:10:54 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 46 pulp-133 voxels outside tooth 33.
2026-07-03 19:10:54 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 40 pulp-134 voxels outside tooth 34.
2026-07-03 19:10:55 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 81 pulp-135 voxels outside tooth 35.
2026-07-03 19:10:55 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 259 pulp-136 voxels outside tooth 36.
2026-07-03 19:10:56 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 682 pulp-137 voxels outside tooth 37.
2026-07-03 19:10:56 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 770 pulp-138 voxels outside tooth 38.
2026-07-03 19:10:57 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 14 pulp-141 voxels outside tooth 41.
2026-07-03 19:10:57 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 22 pulp-142 voxels outside tooth 42.
2026-07-03 19:10:58 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 41 pulp-143 voxels outside tooth 43.
2026-07-03 19:10:58 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 68 pulp-144 voxels outside tooth 44.
2026-07-03 19:10:58 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 50 pulp-145 voxels outside tooth 45.
2026-07-03 19:10:59 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 317 pulp-146 voxels outside tooth 46.
2026-07-03 19:10:59 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 857 pulp-147 voxels outside tooth 47.
2026-07-03 19:11:00 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1039 pulp-148 voxels outside tooth 48.
2026-07-03 19:11:00 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_004.nii.gz
2026-07-03 19:11:00 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3P_005.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_005.nii.gz
2026-07-03 19:11:13 | INFO     | dental_pipeline.postprocessing | Removed 553 small components (min_size=100).
2026-07-03 19:11:14 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 11 pulp-116 voxels outside tooth 16.
2026-07-03 19:11:15 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 132 pulp-117 voxels outside tooth 17.
2026-07-03 19:11:15 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 274 pulp-126 voxels outside tooth 26.
2026-07-03 19:11:15 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 458 pulp-127 voxels outside tooth 27.
2026-07-03 19:11:16 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 16 pulp-131 voxels outside tooth 31.
2026-07-03 19:11:16 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 12 pulp-132 voxels outside tooth 32.
2026-07-03 19:11:17 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 29 pulp-133 voxels outside tooth 33.
2026-07-03 19:11:17 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 73 pulp-134 voxels outside tooth 34.
2026-07-03 19:11:18 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 232 pulp-135 voxels outside tooth 35.
2026-07-03 19:11:18 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 149 pulp-136 voxels outside tooth 36.
2026-07-03 19:11:19 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 363 pulp-137 voxels outside tooth 37.
2026-07-03 19:11:19 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 609 pulp-138 voxels outside tooth 38.
2026-07-03 19:11:19 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 7 pulp-141 voxels outside tooth 41.
2026-07-03 19:11:20 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 3 pulp-142 voxels outside tooth 42.
2026-07-03 19:11:20 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 31 pulp-143 voxels outside tooth 43.
2026-07-03 19:11:21 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 62 pulp-144 voxels outside tooth 44.
2026-07-03 19:11:21 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 199 pulp-145 voxels outside tooth 45.
2026-07-03 19:11:22 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 210 pulp-146 voxels outside tooth 46.
2026-07-03 19:11:22 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 306 pulp-147 voxels outside tooth 47.
2026-07-03 19:11:23 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 740 pulp-148 voxels outside tooth 48.
2026-07-03 19:11:23 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_005.nii.gz
2026-07-03 19:11:23 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3P_006.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_006.nii.gz
2026-07-03 19:11:37 | INFO     | dental_pipeline.postprocessing | Removed 584 small components (min_size=100).
2026-07-03 19:11:37 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 98 pulp-117 voxels outside tooth 17.
2026-07-03 19:11:38 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 49 pulp-127 voxels outside tooth 27.
2026-07-03 19:11:38 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 13 pulp-131 voxels outside tooth 31.
2026-07-03 19:11:39 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 13 pulp-132 voxels outside tooth 32.
2026-07-03 19:11:39 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 106 pulp-133 voxels outside tooth 33.
2026-07-03 19:11:40 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 78 pulp-134 voxels outside tooth 34.
2026-07-03 19:11:40 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 108 pulp-135 voxels outside tooth 35.
2026-07-03 19:11:41 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 494 pulp-136 voxels outside tooth 36.
2026-07-03 19:11:41 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 644 pulp-137 voxels outside tooth 37.
2026-07-03 19:11:42 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 851 pulp-138 voxels outside tooth 38.
2026-07-03 19:11:42 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 21 pulp-141 voxels outside tooth 41.
2026-07-03 19:11:43 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 14 pulp-142 voxels outside tooth 42.
2026-07-03 19:11:43 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 115 pulp-143 voxels outside tooth 43.
2026-07-03 19:11:44 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 80 pulp-144 voxels outside tooth 44.
2026-07-03 19:11:44 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 135 pulp-145 voxels outside tooth 45.
2026-07-03 19:11:44 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 531 pulp-146 voxels outside tooth 46.
2026-07-03 19:11:45 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 835 pulp-147 voxels outside tooth 47.
2026-07-03 19:11:45 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 833 pulp-148 voxels outside tooth 48.
2026-07-03 19:11:46 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_006.nii.gz
2026-07-03 19:11:46 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3P_007.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_007.nii.gz
2026-07-03 19:12:01 | INFO     | dental_pipeline.postprocessing | Removed 728 small components (min_size=100).
2026-07-03 19:12:01 | WARNING  | dental_pipeline.postprocessing | Rule 2 – right Max Sinus is <5% of contralateral side (128 vs 3752 voxels). Possible segmentation artefact.
2026-07-03 19:12:02 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 9 pulp-114 voxels outside tooth 14.
2026-07-03 19:12:02 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 243 pulp-117 voxels outside tooth 17.
2026-07-03 19:12:03 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 164 pulp-118 voxels outside tooth 18.
2026-07-03 19:12:03 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-123 voxels outside tooth 23.
2026-07-03 19:12:04 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 3 pulp-124 voxels outside tooth 24.
2026-07-03 19:12:04 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 120 pulp-126 voxels outside tooth 26.
2026-07-03 19:12:04 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 122 pulp-127 voxels outside tooth 27.
2026-07-03 19:12:05 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 580 pulp-128 voxels outside tooth 28.
2026-07-03 19:12:05 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 2 pulp-131 voxels outside tooth 31.
2026-07-03 19:12:06 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 5 pulp-132 voxels outside tooth 32.
2026-07-03 19:12:06 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 18 pulp-133 voxels outside tooth 33.
2026-07-03 19:12:07 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 14 pulp-134 voxels outside tooth 34.
2026-07-03 19:12:07 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 22 pulp-135 voxels outside tooth 35.
2026-07-03 19:12:07 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 62 pulp-136 voxels outside tooth 36.
2026-07-03 19:12:08 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 207 pulp-137 voxels outside tooth 37.
2026-07-03 19:12:08 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 241 pulp-138 voxels outside tooth 38.
2026-07-03 19:12:09 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 8 pulp-142 voxels outside tooth 42.
2026-07-03 19:12:09 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 5 pulp-143 voxels outside tooth 43.
2026-07-03 19:12:09 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 8 pulp-144 voxels outside tooth 44.
2026-07-03 19:12:10 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 24 pulp-145 voxels outside tooth 45.
2026-07-03 19:12:10 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 79 pulp-146 voxels outside tooth 46.
2026-07-03 19:12:11 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 114 pulp-147 voxels outside tooth 47.
2026-07-03 19:12:11 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_007.nii.gz
2026-07-03 19:12:11 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3P_008.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_008.nii.gz
2026-07-03 19:12:26 | INFO     | dental_pipeline.postprocessing | Removed 737 small components (min_size=100).
2026-07-03 19:12:27 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-117 voxels outside tooth 17.
2026-07-03 19:12:27 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 7 pulp-125 voxels outside tooth 25.
2026-07-03 19:12:28 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 309 pulp-126 voxels outside tooth 26.
2026-07-03 19:12:28 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 815 pulp-127 voxels outside tooth 27.
2026-07-03 19:12:29 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 13 pulp-131 voxels outside tooth 31.
2026-07-03 19:12:29 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 10 pulp-132 voxels outside tooth 32.
2026-07-03 19:12:29 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 86 pulp-133 voxels outside tooth 33.
2026-07-03 19:12:30 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 76 pulp-134 voxels outside tooth 34.
2026-07-03 19:12:30 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 151 pulp-135 voxels outside tooth 35.
2026-07-03 19:12:31 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 279 pulp-136 voxels outside tooth 36.
2026-07-03 19:12:31 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 411 pulp-137 voxels outside tooth 37.
2026-07-03 19:12:31 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1026 pulp-138 voxels outside tooth 38.
2026-07-03 19:12:32 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 6 pulp-141 voxels outside tooth 41.
2026-07-03 19:12:32 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 11 pulp-142 voxels outside tooth 42.
2026-07-03 19:12:33 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 133 pulp-143 voxels outside tooth 43.
2026-07-03 19:12:33 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 66 pulp-144 voxels outside tooth 44.
2026-07-03 19:12:33 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 130 pulp-145 voxels outside tooth 45.
2026-07-03 19:12:34 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 89 pulp-146 voxels outside tooth 46.
2026-07-03 19:12:34 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 450 pulp-147 voxels outside tooth 47.
2026-07-03 19:12:34 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_008.nii.gz
2026-07-03 19:12:34 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3P_009.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_009.nii.gz
2026-07-03 19:12:44 | INFO     | dental_pipeline.postprocessing | Removed 358 small components (min_size=100).
2026-07-03 19:12:45 | INFO     | dental_pipeline.postprocessing | Rule 1 – removed 3999 implant voxels outside valid tooth positions.
2026-07-03 19:12:45 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 10 pulp-111 voxels outside tooth 11.
2026-07-03 19:12:46 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 13 pulp-112 voxels outside tooth 12.
2026-07-03 19:12:46 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 12 pulp-113 voxels outside tooth 13.
2026-07-03 19:12:47 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 17 pulp-114 voxels outside tooth 14.
2026-07-03 19:12:47 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 143 pulp-117 voxels outside tooth 17.
2026-07-03 19:12:47 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 63 pulp-118 voxels outside tooth 18.
2026-07-03 19:12:48 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 14 pulp-121 voxels outside tooth 21.
2026-07-03 19:12:48 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 6 pulp-122 voxels outside tooth 22.
2026-07-03 19:12:49 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 5 pulp-123 voxels outside tooth 23.
2026-07-03 19:12:49 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 5 pulp-125 voxels outside tooth 25.
2026-07-03 19:12:50 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 23 pulp-126 voxels outside tooth 26.
2026-07-03 19:12:50 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 312 pulp-127 voxels outside tooth 27.
2026-07-03 19:12:50 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 278 pulp-128 voxels outside tooth 28.
2026-07-03 19:12:51 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-131 voxels outside tooth 31.
2026-07-03 19:12:52 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 33 pulp-133 voxels outside tooth 33.
2026-07-03 19:12:52 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 5 pulp-142 voxels outside tooth 42.
2026-07-03 19:12:53 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 21 pulp-143 voxels outside tooth 43.
2026-07-03 19:12:53 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 14 pulp-144 voxels outside tooth 44.
2026-07-03 19:12:53 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 109 pulp-145 voxels outside tooth 45.
2026-07-03 19:12:54 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 9 pulp-146 voxels (parent tooth 46 absent).
2026-07-03 19:12:54 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 219 pulp-147 voxels outside tooth 47.
2026-07-03 19:12:54 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_009.nii.gz
2026-07-03 19:12:54 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3P_010.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_010.nii.gz
2026-07-03 19:13:01 | INFO     | dental_pipeline.postprocessing | Removed 177 small components (min_size=100).
2026-07-03 19:13:02 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 63 pulp-111 voxels outside tooth 11.
2026-07-03 19:13:04 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-133 voxels outside tooth 33.
2026-07-03 19:13:04 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 14 pulp-135 voxels outside tooth 35.
2026-07-03 19:13:05 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 17 pulp-143 voxels outside tooth 43.
2026-07-03 19:13:06 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 11 pulp-144 voxels outside tooth 44.
2026-07-03 19:13:07 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 21 pulp-145 voxels outside tooth 45.
2026-07-03 19:13:07 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_010.nii.gz
2026-07-03 19:13:07 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3P_011.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_011.nii.gz
2026-07-03 19:13:12 | INFO     | dental_pipeline.postprocessing | Removed 246 small components (min_size=100).
2026-07-03 19:13:12 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 5 pulp-131 voxels outside tooth 31.
2026-07-03 19:13:13 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 10 pulp-132 voxels outside tooth 32.
2026-07-03 19:13:13 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 54 pulp-133 voxels outside tooth 33.
2026-07-03 19:13:13 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 16 pulp-134 voxels outside tooth 34.
2026-07-03 19:13:14 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 34 pulp-135 voxels outside tooth 35.
2026-07-03 19:13:14 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 3 pulp-141 voxels outside tooth 41.
2026-07-03 19:13:15 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 7 pulp-142 voxels outside tooth 42.
2026-07-03 19:13:15 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 56 pulp-143 voxels outside tooth 43.
2026-07-03 19:13:15 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 16 pulp-144 voxels outside tooth 44.
2026-07-03 19:13:15 | INFO     | dental_pipeline.postprocessing | Saved processed segmentation to /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_011.nii.gz
2026-07-03 19:13:15 | INFO     | dental_pipeline.postprocessing | Processing ToothFairy3P_012.nii.gz → /usershome/cs671_user15/Dobbe AI/dental-segmentation/outputs/predictions/fold_0/postprocessed/ToothFairy3P_012.nii.gz
2026-07-03 19:13:33 | INFO     | dental_pipeline.postprocessing | Removed 677 small components (min_size=100).
2026-07-03 19:13:33 | WARNING  | dental_pipeline.postprocessing | Rule 2 – right Max Sinus is <5% of contralateral side (0 vs 106 voxels). Possible segmentation artefact.
2026-07-03 19:13:34 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 12 pulp-115 voxels outside tooth 15.
2026-07-03 19:13:35 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 206 pulp-116 voxels outside tooth 16.
2026-07-03 19:13:37 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 195 pulp-126 voxels outside tooth 26.
2026-07-03 19:13:37 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 308 pulp-127 voxels outside tooth 27.
2026-07-03 19:13:38 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 264 pulp-128 voxels outside tooth 28.
2026-07-03 19:13:38 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 1 pulp-131 voxels outside tooth 31.
2026-07-03 19:13:39 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 17 pulp-133 voxels outside tooth 33.
2026-07-03 19:13:40 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 17 pulp-134 voxels outside tooth 34.
2026-07-03 19:13:40 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 31 pulp-135 voxels outside tooth 35.
2026-07-03 19:13:41 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 147 pulp-136 voxels outside tooth 36.
2026-07-03 19:13:41 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 161 pulp-137 voxels outside tooth 37.
2026-07-03 19:13:42 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 387 pulp-138 voxels outside tooth 38.
2026-07-03 19:13:42 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 14 pulp-141 voxels outside tooth 41.
2026-07-03 19:13:43 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 10 pulp-142 voxels outside tooth 42.
2026-07-03 19:13:43 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 25 pulp-143 voxels outside tooth 43.
2026-07-03 19:13:44 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 9 pulp-144 voxels outside tooth 44.
2026-07-03 19:13:44 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 22 pulp-145 voxels outside tooth 45.
2026-07-03 19:13:45 | INFO     | dental_pipeline.postprocessing | Rule 3 – removed 155 pulp-146 voxels outside tooth 46.
